pdb_id;organism_scientific_name;organism_synonyms;rank;genus;superkingdom;assembly_composition;assembly_type;entity_id
8iss;Homo sapiens;Homo Sapiens (Human),Human,Homo Sapiens,Homo sapiens,Homo,Homininae,Hominidae,Primates,Mammalia,Chordata,Metazoa,Eukaryota;species,genus,subfamily,family,order,class,phylum,kingdom,superkingdom,species,genus,subfamily,family,order,class,phylum,kingdom,superkingdom;Homo;Eukaryota;RNA/protein complex;pentamer;2
8iss;Homo sapiens;Homo Sapiens (Human),Human,Homo Sapiens,Homo sapiens,Homo,Homininae,Hominidae,Primates,Mammalia,Chordata,Metazoa,Eukaryota;species,genus,subfamily,family,order,class,phylum,kingdom,superkingdom,species,genus,subfamily,family,order,class,phylum,kingdom,superkingdom;Homo;Eukaryota;RNA/protein complex;pentamer;3
8iss;Homo sapiens;Homo Sapiens (Human),Human,Homo Sapiens,Homo sapiens,Homo,Homininae,Hominidae,Primates,Mammalia,Chordata,Metazoa,Eukaryota;species,genus,subfamily,family,order,class,phylum,kingdom,superkingdom,species,genus,subfamily,family,order,class,phylum,kingdom,superkingdom;Homo;Eukaryota;RNA/protein complex;pentamer;4
8asw;Saccharomyces cerevisiae;Saccharomyces Italicus,Saccharomyces Capensis,Saccharomyces Cerevisiae (Baker'S Yeast),Brewer'S Yeast,Mycoderma Cerevisiae,Saccharomyces Oviformis,S. Cerevisiae,Yeasx,Baker'S Yeast,Saccharomyces Cerevisiae,Saccharomyces Uvarum Var. Melibiosus,Candida Robusta,Saccharomyces cerevisiae,Saccharomyces,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota,Fungi,Eukaryota;species,genus,family,order,class,phylum,kingdom,superkingdom,species,genus,family,order,class,phylum,kingdom,superkingdom;Saccharomyces;Eukaryota;RNA/protein complex;pentamer;3
7mdl;Homo sapiens;Homo Sapiens (Human),Human,Homo Sapiens,Homo sapiens,Homo,Homininae,Hominidae,Primates,Mammalia,Chordata,Metazoa,Eukaryota;species,genus,subfamily,family,order,class,phylum,kingdom,superkingdom,species,genus,family,order,class,phylum,superkingdom;Homo;Eukaryota;RNA/protein complex;pentamer;1
8asw;Saccharomyces cerevisiae;Saccharomyces Italicus,Saccharomyces Capensis,Saccharomyces Cerevisiae (Baker'S Yeast),Brewer'S Yeast,Mycoderma Cerevisiae,Saccharomyces Oviformis,S. Cerevisiae,Yeasx,Baker'S Yeast,Saccharomyces Cerevisiae,Saccharomyces Uvarum Var. Melibiosus,Candida Robusta,Saccharomyces cerevisiae,Saccharomyces,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota,Fungi,Eukaryota;species,genus,family,order,class,phylum,kingdom,superkingdom;Saccharomyces;Eukaryota;RNA/protein complex;pentamer;4
8pu0;Homo sapiens;Homo Sapiens (Human),Human,Homo Sapiens,Homo sapiens,Homo,Homininae,Hominidae,Primates,Mammalia,Chordata,Metazoa,Eukaryota;species,genus,subfamily,family,order,class,phylum,kingdom,superkingdom,species,genus,subfamily,family,order,class,phylum,kingdom,superkingdom;Homo;Eukaryota;RNA/protein complex;pentamer;3
8pu0;Homo sapiens;Homo Sapiens (Human),Human,Homo Sapiens,Homo sapiens,Homo,Homininae,Hominidae,Primates,Mammalia,Chordata,Metazoa,Eukaryota;species,genus,subfamily,family,order,class,phylum,kingdom,superkingdom;Homo;Eukaryota;RNA/protein complex;pentamer;4
5x6b;Methanocaldococcus jannaschii DSM 2661;Methanocaldococcus Jannaschii Str. Dsm 2661,Methanococcus Jannaschii Dsm 2661,Metja,Methanocaldococcus Jannaschii (Strain Atcc 43067 / Dsm 2661 / Jal-1 / Jcm 10045 / Nbrc 100440),Methanocaldococcus Jannaschii (Strain Atcc 43067 / Dsm 2661 / Jal-1 / Jcm 10045 / Nbrc 100440) (Methanococcus Jannaschii),Methanocaldococcus Jannaschii Dsm 2661,Methanococcus Jannaschii,Methanocaldococcus jannaschii,Methanocaldococcus,Methanocaldococcaceae,Methanococcales,Methanococci,Euryarchaeota,Archaea;species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom;Methanocaldococcus;Archaea;RNA/protein complex;pentamer;1
5x6b;Methanocaldococcus jannaschii DSM 2661;Methanocaldococcus Jannaschii Str. Dsm 2661,Methanococcus Jannaschii Dsm 2661,Metja,Methanocaldococcus Jannaschii (Strain Atcc 43067 / Dsm 2661 / Jal-1 / Jcm 10045 / Nbrc 100440),Methanocaldococcus Jannaschii (Strain Atcc 43067 / Dsm 2661 / Jal-1 / Jcm 10045 / Nbrc 100440) (Methanococcus Jannaschii),Methanocaldococcus Jannaschii Dsm 2661,Methanococcus Jannaschii,Methanocaldococcus jannaschii,Methanocaldococcus,Methanocaldococcaceae,Methanococcales,Methanococci,Euryarchaeota,Archaea;species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom;Methanocaldococcus;Archaea;RNA/protein complex;pentamer;3
4zdp;Homo sapiens;Homo Sapiens (Human),Human,Homo Sapiens,Homo sapiens,Homo,Homininae,Hominidae,Primates,Mammalia,Chordata,Metazoa,Eukaryota;species,genus,subfamily,family,order,class,phylum,kingdom,superkingdom,species,genus,family,order,class,phylum,superkingdom;Homo;Eukaryota;RNA/protein complex;pentamer;1
4zdp;Homo sapiens;Homo Sapiens (Human),Human,Homo Sapiens,Homo sapiens,Homo,Homininae,Hominidae,Primates,Mammalia,Chordata,Metazoa,Eukaryota;species,genus,subfamily,family,order,class,phylum,kingdom,superkingdom,species,genus,family,order,class,phylum,superkingdom;Homo;Eukaryota;RNA/protein complex;pentamer;2
3mqk;Pyrococcus furiosus;Pyrococcus Furiosus,Pyrococcus furiosus,Pyrococcus,Thermococcaceae,Thermococcales,Thermococci,Euryarchaeota,Archaea;species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom;Pyrococcus;Archaea;RNA/protein complex;pentamer;1
3hax;Pyrococcus furiosus;Pyrococcus Furiosus,Pyrococcus furiosus,Pyrococcus,Thermococcaceae,Thermococcales,Thermococci,Euryarchaeota,Archaea;species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom;Pyrococcus;Archaea;RNA/protein complex;pentamer;1
3lwo;Pyrococcus furiosus;Pyrococcus Furiosus,Pyrococcus furiosus,Pyrococcus,Thermococcaceae,Thermococcales,Thermococci,Euryarchaeota,Archaea;species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom;Pyrococcus;Archaea;RNA/protein complex;pentamer;1
3hjw;Pyrococcus furiosus;Pyrococcus Furiosus,Pyrococcus furiosus,Pyrococcus,Thermococcaceae,Thermococcales,Thermococci,Euryarchaeota,Archaea;species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom;Pyrococcus;Archaea;RNA/protein complex;pentamer;1
3hl2;Homo sapiens;Homo Sapiens (Human),Human,Homo Sapiens,Homo sapiens,Homo,Homininae,Hominidae,Primates,Mammalia,Chordata,Metazoa,Eukaryota;species,genus,subfamily,family,order,class,phylum,kingdom,superkingdom,species,genus,family,order,class,phylum,superkingdom;Homo;Eukaryota;RNA/protein complex;pentamer;1
3hl2;Homo sapiens;Homo Sapiens (Human),Human,Homo Sapiens,Homo sapiens,Homo,Homininae,Hominidae,Primates,Mammalia,Chordata,Metazoa,Eukaryota;species,genus,subfamily,family,order,class,phylum,kingdom,superkingdom,species,genus,family,order,class,phylum,superkingdom;Homo;Eukaryota;RNA/protein complex;pentamer;2
3lwr;Pyrococcus furiosus;Pyrococcus Furiosus,Pyrococcus furiosus,Pyrococcus,Thermococcaceae,Thermococcales,Thermococci,Euryarchaeota,Archaea;species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom;Pyrococcus;Archaea;RNA/protein complex;pentamer;1
3lwv;Pyrococcus furiosus;Pyrococcus Furiosus,Pyrococcus furiosus,Pyrococcus,Thermococcaceae,Thermococcales,Thermococci,Euryarchaeota,Archaea;species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom;Pyrococcus;Archaea;RNA/protein complex;pentamer;1
3lwq;Pyrococcus furiosus;Pyrococcus Furiosus,Pyrococcus furiosus,Pyrococcus,Thermococcaceae,Thermococcales,Thermococci,Euryarchaeota,Archaea;species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom;Pyrococcus;Archaea;RNA/protein complex;pentamer;1
3hjy;Pyrococcus furiosus;Pyrococcus Furiosus,Pyrococcus furiosus,Pyrococcus,Thermococcaceae,Thermococcales,Thermococci,Euryarchaeota,Archaea;species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom;Pyrococcus;Archaea;RNA/protein complex;pentamer;1
3lwp;Pyrococcus furiosus;Pyrococcus Furiosus,Pyrococcus furiosus,Pyrococcus,Thermococcaceae,Thermococcales,Thermococci,Euryarchaeota,Archaea;species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom;Pyrococcus;Archaea;RNA/protein complex;pentamer;1
4zdo;Homo sapiens;Homo Sapiens (Human),Human,Homo Sapiens,Homo sapiens,Homo,Homininae,Hominidae,Primates,Mammalia,Chordata,Metazoa,Eukaryota;species,genus,subfamily,family,order,class,phylum,kingdom,superkingdom,species,genus,family,order,class,phylum,superkingdom;Homo;Eukaryota;RNA/protein complex;pentamer;1
4zdo;Homo sapiens;Homo Sapiens (Human),Human,Homo Sapiens,Homo sapiens,Homo,Homininae,Hominidae,Primates,Mammalia,Chordata,Metazoa,Eukaryota;species,genus,subfamily,family,order,class,phylum,kingdom,superkingdom,species,genus,family,order,class,phylum,superkingdom;Homo;Eukaryota;RNA/protein complex;pentamer;2
7asa;Bacillus subtilis subsp. subtilis str. 168;Bacillus Subtilis Subsp. Subtilis 168,Bacillus Subtilis 168,Bacillus Subtilis Subsp. Subtilis Str. 168,Bacillus Subtilis (Strain 168),Bacsu,Bacillus Subtilis Subsp. Subtilis Str. Bgsc 1a700,Bacillus subtilis,Bacillus,Bacillaceae,Bacillales,Bacilli,Bacillota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Bacillus;Bacteria;RNA/protein complex;pentamer;3
8p7b;Homo sapiens;Homo Sapiens (Human),Human,Homo Sapiens,Homo sapiens,Homo,Homininae,Hominidae,Primates,Mammalia,Chordata,Metazoa,Eukaryota;species,genus,subfamily,family,order,class,phylum,kingdom,superkingdom,species,genus,subfamily,family,order,class,phylum,kingdom,superkingdom;Homo;Eukaryota;RNA/protein complex;pentamer;1
8p7b;Homo sapiens;Homo Sapiens (Human),Human,Homo Sapiens,Homo sapiens,Homo,Homininae,Hominidae,Primates,Mammalia,Chordata,Metazoa,Eukaryota;species,genus,subfamily,family,order,class,phylum,kingdom,superkingdom,species,genus,subfamily,family,order,class,phylum,kingdom,superkingdom;Homo;Eukaryota;RNA/protein complex;pentamer;2
8p7b;Trichoplusia ni;Trini,Trichoplusia Ni (Cabbage Looper),Cabbage Looper,Trichoplusia Ni,Trichoplusia ni,Trichoplusia,Plusiinae,Noctuidae,Lepidoptera,Insecta,Arthropoda,Metazoa,Eukaryota;species,genus,subfamily,family,order,class,phylum,kingdom,superkingdom;Trichoplusia;Eukaryota;RNA/protein complex;pentamer;3
8p7b;Trichoplusia ni;Trini,Trichoplusia Ni (Cabbage Looper),Cabbage Looper,Trichoplusia Ni,Trichoplusia ni,Trichoplusia,Plusiinae,Noctuidae,Lepidoptera,Insecta,Arthropoda,Metazoa,Eukaryota;species,genus,subfamily,family,order,class,phylum,kingdom,superkingdom;Trichoplusia;Eukaryota;RNA/protein complex;pentamer;4
8ptx;Homo sapiens;Homo Sapiens (Human),Human,Homo Sapiens,Homo sapiens,Homo,Homininae,Hominidae,Primates,Mammalia,Chordata,Metazoa,Eukaryota;species,genus,subfamily,family,order,class,phylum,kingdom,superkingdom,species,genus,subfamily,family,order,class,phylum,kingdom,superkingdom;Homo;Eukaryota;RNA/protein complex;pentamer;3
8ptx;Homo sapiens;Homo Sapiens (Human),Human,Homo Sapiens,Homo sapiens,Homo,Homininae,Hominidae,Primates,Mammalia,Chordata,Metazoa,Eukaryota;species,genus,subfamily,family,order,class,phylum,kingdom,superkingdom;Homo;Eukaryota;RNA/protein complex;pentamer;4
6ybv;Homo sapiens;Homo Sapiens (Human),Human,Homo Sapiens,Homo sapiens,Homo,Homininae,Hominidae,Primates,Mammalia,Chordata,Metazoa,Eukaryota;species,genus,subfamily,family,order,class,phylum,kingdom,superkingdom;Homo;Eukaryota;RNA/protein complex;pentamer;3
7zrz;Homo sapiens;Homo Sapiens (Human),Human,Homo Sapiens,Homo sapiens,Homo,Homininae,Hominidae,Primates,Mammalia,Chordata,Metazoa,Eukaryota;species,genus,subfamily,family,order,class,phylum,kingdom,superkingdom,species,genus,subfamily,family,order,class,phylum,kingdom,superkingdom;Homo;Eukaryota;RNA/protein complex;pentamer;1
7zrz;Homo sapiens;Homo Sapiens (Human),Human,Homo Sapiens,Homo sapiens,Homo,Homininae,Hominidae,Primates,Mammalia,Chordata,Metazoa,Eukaryota;species,genus,subfamily,family,order,class,phylum,kingdom,superkingdom,species,genus,subfamily,family,order,class,phylum,kingdom,superkingdom;Homo;Eukaryota;RNA/protein complex;pentamer;2
7zrz;Homo sapiens;Homo Sapiens (Human),Human,Homo Sapiens,Homo sapiens,Homo,Homininae,Hominidae,Primates,Mammalia,Chordata,Metazoa,Eukaryota;species,genus,subfamily,family,order,class,phylum,kingdom,superkingdom,species,genus,subfamily,family,order,class,phylum,kingdom,superkingdom;Homo;Eukaryota;RNA/protein complex;pentamer;3
7zrz;Homo sapiens;Homo Sapiens (Human),Human,Homo Sapiens,Homo sapiens,Homo,Homininae,Hominidae,Primates,Mammalia,Chordata,Metazoa,Eukaryota;species,genus,subfamily,family,order,class,phylum,kingdom,superkingdom,species,genus,subfamily,family,order,class,phylum,kingdom,superkingdom;Homo;Eukaryota;RNA/protein complex;pentamer;4
7zrz;Homo sapiens;Homo Sapiens (Human),Human,Homo Sapiens,Homo sapiens,Homo,Homininae,Hominidae,Primates,Mammalia,Chordata,Metazoa,Eukaryota;species,genus,subfamily,family,order,class,phylum,kingdom,superkingdom;Homo;Eukaryota;RNA/protein complex;pentamer;5
3nmu;Pyrococcus furiosus;Pyrococcus Furiosus,Pyrococcus furiosus,Pyrococcus,Thermococcaceae,Thermococcales,Thermococci,Euryarchaeota,Archaea;species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom;Pyrococcus;Archaea;RNA/protein complex;pentamer;4
2gjw;Archaeoglobus fulgidus;Arcfl,Archaeoglobus Fulgidus,Archaeoglobus fulgidus,Archaeoglobus,Archaeoglobaceae,Archaeoglobales,Archaeoglobi,Euryarchaeota,Archaea;species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom;Archaeoglobus;Archaea;RNA/protein complex;pentamer;4
2hvy;Pyrococcus furiosus;Pyrococcus Furiosus,Pyrococcus furiosus,Pyrococcus,Thermococcaceae,Thermococcales,Thermococci,Euryarchaeota,Archaea;species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom;Pyrococcus;Archaea;RNA/protein complex;pentamer;2
7uxa;Homo sapiens;Homo Sapiens (Human),Human,Homo Sapiens,Homo sapiens,Homo,Homininae,Hominidae,Primates,Mammalia,Chordata,Metazoa,Eukaryota;species,genus,subfamily,family,order,class,phylum,kingdom,superkingdom,species,genus,subfamily,family,order,class,phylum,kingdom,superkingdom;Homo;Eukaryota;RNA/protein complex;pentamer;3
7uxa;Homo sapiens;Homo Sapiens (Human),Human,Homo Sapiens,Homo sapiens,Homo,Homininae,Hominidae,Primates,Mammalia,Chordata,Metazoa,Eukaryota;species,genus,subfamily,family,order,class,phylum,kingdom,superkingdom,species,genus,subfamily,family,order,class,phylum,kingdom,superkingdom;Homo;Eukaryota;RNA/protein complex;pentamer;4
7uxa;Homo sapiens;Homo Sapiens (Human),Human,Homo Sapiens,Homo sapiens,Homo,Homininae,Hominidae,Primates,Mammalia,Chordata,Metazoa,Eukaryota;species,genus,subfamily,family,order,class,phylum,kingdom,superkingdom,species,genus,subfamily,family,order,class,phylum,kingdom,superkingdom;Homo;Eukaryota;RNA/protein complex;pentamer;1
7uxa;Homo sapiens;Homo Sapiens (Human),Human,Homo Sapiens,Homo sapiens,Homo,Homininae,Hominidae,Primates,Mammalia,Chordata,Metazoa,Eukaryota;species,genus,subfamily,family,order,class,phylum,kingdom,superkingdom,species,genus,subfamily,family,order,class,phylum,kingdom,superkingdom;Homo;Eukaryota;RNA/protein complex;pentamer;2
8c8h;Vaccinia virus GLV-1h68;Vaccinia Virus Glv-1h68,Vaccinia virus,Orthopoxvirus,Chordopoxvirinae,Poxviridae,Chitovirales,Pokkesviricetes,Nucleocytoviricota,Bamfordvirae,Viruses;species,genus,subfamily,family,order,class,phylum,kingdom,superkingdom;Orthopoxvirus;Viruses;RNA/protein complex;tetradecamer;9
2om7;Thermus thermophilus;"Theth,Thermus Aquaticus Flavus,Thermus Aquaticus (Subsp. Flavus),Thermus Aquaticus Thermophilus,""Flavobacterium Thermophilum"" Yoshida And Oshima 1971,Thermus Aquaticus (Subsp. Thermophilus),Thermus Thermophilus,Thermus Flavus,Thermus Aquaticus Subsp. Thermophilus,Thermus thermophilus,Thermus,Thermaceae,Thermales,Deinococci,Deinococcota,Bacteria";species,genus,family,order,class,phylum,superkingdom;Thermus;Bacteria;RNA/protein complex;tetradecamer;10
3kfu;Thermus thermophilus HB8;Thermus Thermophilus Atcc 27634,Thet8,Thermus Thermophilus (Strain Atcc 27634 / Dsm 579 / Hb8),Thermus Thermophilus Str. Hb8,Thermus Thermophilus Strain Hb8,Thermus Thermophilus Hb8,Thermus thermophilus,Thermus,Thermaceae,Thermales,Deinococci,Deinococcota,Bacteria;species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom;Thermus;Bacteria;RNA/protein complex;tetradecamer;1
3kfu;Thermus thermophilus HB8;Thermus Thermophilus Atcc 27634,Thet8,Thermus Thermophilus (Strain Atcc 27634 / Dsm 579 / Hb8),Thermus Thermophilus Str. Hb8,Thermus Thermophilus Strain Hb8,Thermus Thermophilus Hb8,Thermus thermophilus,Thermus,Thermaceae,Thermales,Deinococci,Deinococcota,Bacteria;species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom;Thermus;Bacteria;RNA/protein complex;tetradecamer;2
3j46;Escherichia coli;E. Coli,Escherichia Coli,Ecolx,Bacterium 10a,Escherichia Sp. 3_2_53faa,Bacillus Coli,Bacterium Coli,Bacterium Coli Commune,Bacterium E3,Achromobacter Sp. Atcc 35328,Escherichia/Shigella Coli,Enterococcus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA/protein complex;tetradecamer;5
3j46;Escherichia coli;E. Coli,Escherichia Coli,Ecolx,Bacterium 10a,Escherichia Sp. 3_2_53faa,Bacillus Coli,Bacterium Coli,Bacterium Coli Commune,Bacterium E3,Achromobacter Sp. Atcc 35328,Escherichia/Shigella Coli,Enterococcus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA/protein complex;tetradecamer;6
3kfu;Thermus thermophilus HB8;Thermus Thermophilus Atcc 27634,Thet8,Thermus Thermophilus (Strain Atcc 27634 / Dsm 579 / Hb8),Thermus Thermophilus Str. Hb8,Thermus Thermophilus Strain Hb8,Thermus Thermophilus Hb8,Thermus thermophilus,Thermus,Thermaceae,Thermales,Deinococci,Deinococcota,Bacteria;species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom;Thermus;Bacteria;RNA/protein complex;tetradecamer;3
3kfu;Thermus thermophilus HB8;Thermus Thermophilus Atcc 27634,Thet8,Thermus Thermophilus (Strain Atcc 27634 / Dsm 579 / Hb8),Thermus Thermophilus Str. Hb8,Thermus Thermophilus Strain Hb8,Thermus Thermophilus Hb8,Thermus thermophilus,Thermus,Thermaceae,Thermales,Deinococci,Deinococcota,Bacteria;species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom;Thermus;Bacteria;RNA/protein complex;tetradecamer;5
3kfu;Thermus thermophilus HB8;Thermus Thermophilus Atcc 27634,Thet8,Thermus Thermophilus (Strain Atcc 27634 / Dsm 579 / Hb8),Thermus Thermophilus Str. Hb8,Thermus Thermophilus Strain Hb8,Thermus Thermophilus Hb8,Thermus thermophilus,Thermus,Thermaceae,Thermales,Deinococci,Deinococcota,Bacteria;species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom;Thermus;Bacteria;RNA/protein complex;tetradecamer;4
6k0b;Escherichia coli;E. Coli,Escherichia Coli,Ecolx,Bacterium 10a,Escherichia Sp. 3_2_53faa,Bacillus Coli,Bacterium Coli,Bacterium Coli Commune,Bacterium E3,Achromobacter Sp. Atcc 35328,Escherichia/Shigella Coli,Enterococcus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA/protein complex;tetradecamer;6
8e2p;Escherichia coli;E. Coli,Escherichia Coli,Ecolx,Bacterium 10a,Escherichia Sp. 3_2_53faa,Bacillus Coli,Bacterium Coli,Bacterium Coli Commune,Bacterium E3,Achromobacter Sp. Atcc 35328,Escherichia/Shigella Coli,Enterococcus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;DNA/protein complex;tetramer;1
